State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
WV,143,510,350-1354,no,no,0,202.800.000,109,34.480.000,165.800.000,104,14.090.000,143.900.000,71,6.480.000,4.600.000,4,1.240.000,1,False.
MI,53,415,346-5707,no,no,0,57.500.000,95,9.780.000,265.500.000,131,22.570.000,244.300.000,128,10.990.000,11.600.000,6,3.130.000,3,False.
NM,30,415,405-8370,no,no,0,169.900.000,144,28.880.000,225.200.000,118,19.140.000,169.700.000,93,7.640.000,11.400.000,7,3.080.000,1,False.
MO,112,415,373-2053,no,no,0,335.500.000,77,57.040.000,212.500.000,109,18.060.000,265.000.000,132,11.930.000,12.700.000,8,3.430.000,2,True.
RI,129,415,369-5222,no,no,0,139.500.000,119,23.720.000,289.300.000,105,24.590.000,129.400.000,97,5.820.000,13.100.000,8,3.540.000,0,False.
NC,63,415,347-7420,no,yes,29,142.300.000,107,24.190.000,118.700.000,56,10.090.000,240.100.000,91,10.800.000,6.600.000,8,1.780.000,1,False.
WY,28,415,392-6856,no,no,0,187.800.000,94,31.930.000,248.600.000,86,21.130.000,208.800.000,124,9.400.000,10.600.000,5,2.860.000,0,False.
WY,111,415,371-5556,no,no,0,146.200.000,55,24.850.000,261.500.000,83,22.230.000,163.200.000,116,7.340.000,8.700.000,3,2.350.000,3,False.
PA,91,510,334-5337,no,no,0,231.800.000,120,39.410.000,150.600.000,106,12.800.000,269.200.000,129,12.110.000,11.600.000,7,3.130.000,3,False.
KY,90,415,334-8817,no,no,0,193.700.000,83,32.930.000,154.200.000,79,13.110.000,299.000.000,60,13.460.000,12.700.000,3,3.430.000,1,False.
OR,151,510,339-1405,no,no,0,156.400.000,108,26.590.000,233.400.000,118,19.840.000,195.700.000,141,8.810.000,7.700.000,6,2.080.000,4,False.
NV,105,415,380-7742,yes,yes,29,220.700.000,82,37.520.000,217.700.000,110,18.500.000,190.500.000,100,8.570.000,13.200.000,6,3.560.000,1,True.
DC,41,408,329-6191,no,yes,37,239.800.000,110,40.770.000,221.900.000,115,18.860.000,189.100.000,100,8.510.000,7.300.000,1,1.970.000,2,False.
UT,48,510,340-3075,no,yes,43,172.000.000,111,29.240.000,200.200.000,64,17.020.000,233.100.000,96,10.490.000,8.000.000,5,2.160.000,1,False.
WA,166,408,416-5849,yes,yes,35,128.200.000,138,21.790.000,274.500.000,113,23.330.000,298.900.000,130,13.450.000,8.800.000,7,2.380.000,2,False.
FL,79,510,334-7443,no,no,0,130.200.000,119,22.130.000,290.900.000,121,24.730.000,194.800.000,140,8.770.000,14.000.000,6,3.780.000,3,False.
VA,153,510,394-9121,no,no,0,195.400.000,107,33.220.000,154.600.000,96,13.140.000,142.800.000,97,6.430.000,11.600.000,6,3.130.000,1,False.
KS,110,415,383-1657,yes,no,0,293.300.000,79,49.860.000,188.500.000,90,16.020.000,266.900.000,91,12.010.000,14.500.000,4,3.920.000,0,True.
KS,163,415,347-4112,no,no,0,191.300.000,89,32.520.000,193.900.000,87,16.480.000,268.400.000,121,12.080.000,12.800.000,4,3.460.000,1,False.
DC,126,510,362-8280,no,no,0,122.400.000,88,20.810.000,143.800.000,111,12.220.000,157.000.000,106,7.070.000,11.500.000,3,3.110.000,1,False.
ME,105,408,402-9982,no,yes,33,209.600.000,68,35.630.000,146.900.000,140,12.490.000,121.000.000,131,5.440.000,10.600.000,3,2.860.000,2,False.
LA,172,415,392-8905,no,no,0,215.700.000,140,36.670.000,146.300.000,84,12.440.000,264.600.000,83,11.910.000,7.100.000,1,1.920.000,3,False.
DC,126,415,392-5512,no,no,0,161.400.000,110,27.440.000,220.600.000,125,18.750.000,249.200.000,78,11.210.000,5.100.000,2,1.380.000,0,False.
TX,97,510,351-6384,no,no,0,144.200.000,91,24.510.000,226.700.000,137,19.270.000,144.600.000,72,6.510.000,13.800.000,4,3.730.000,3,False.
NJ,95,408,348-8015,yes,yes,37,220.200.000,109,37.430.000,185.300.000,99,15.750.000,205.100.000,82,9.230.000,4.100.000,2,1.110.000,0,True.
DE,87,510,374-6966,no,no,0,256.200.000,105,43.550.000,160.700.000,102,13.660.000,249.400.000,80,11.220.000,7.400.000,2,2.000.000,4,False.
VT,97,415,328-2236,no,no,0,112.700.000,119,19.160.000,217.700.000,109,18.500.000,152.100.000,76,6.840.000,6.500.000,5,1.760.000,1,False.
GA,76,415,372-6497,no,no,0,299.500.000,125,50.920.000,226.700.000,92,19.270.000,210.700.000,134,9.480.000,13.700.000,4,3.700.000,0,True.
TX,140,408,417-8617,no,no,0,194.800.000,107,33.120.000,170.900.000,99,14.530.000,225.100.000,93,10.130.000,13.900.000,4,3.750.000,0,False.
MT,169,415,361-9621,no,no,0,100.800.000,112,17.140.000,230.000.000,69,19.550.000,193.600.000,95,8.710.000,9.500.000,2,2.570.000,0,False.
ND,68,408,421-2723,no,yes,22,82.500.000,97,14.030.000,289.900.000,94,24.640.000,180.000.000,114,8.100.000,4.800.000,4,1.300.000,3,False.
NJ,122,415,327-9341,no,yes,34,146.400.000,104,24.890.000,89.700.000,103,7.620.000,220.000.000,91,9.900.000,15.600.000,4,4.210.000,2,False.
MO,36,408,383-5474,no,no,0,177.900.000,129,30.240.000,224.600.000,87,19.090.000,306.300.000,102,13.780.000,10.800.000,6,2.920.000,2,False.
CO,120,510,328-8147,no,yes,27,153.500.000,84,26.100.000,194.000.000,73,16.490.000,256.500.000,94,11.540.000,10.200.000,7,2.750.000,5,False.
KS,121,408,373-5438,no,no,0,150.700.000,105,25.620.000,197.300.000,133,16.770.000,169.000.000,116,7.610.000,9.200.000,15,2.480.000,1,False.
NC,64,408,333-9253,no,yes,19,180.100.000,106,30.620.000,127.500.000,92,10.840.000,237.400.000,118,10.680.000,7.500.000,3,2.030.000,0,False.
MT,13,415,347-9421,no,yes,31,265.300.000,94,45.100.000,147.600.000,95,12.550.000,259.300.000,117,11.670.000,12.900.000,1,3.480.000,1,False.
DE,106,415,419-3167,no,no,0,128.600.000,83,21.860.000,134.000.000,114,11.390.000,210.600.000,113,9.480.000,11.400.000,2,3.080.000,0,False.
ND,88,415,414-4162,no,no,0,161.500.000,92,27.460.000,173.500.000,108,14.750.000,206.200.000,95,9.280.000,7.900.000,4,2.130.000,2,False.
VA,74,408,416-5341,no,no,0,165.300.000,120,28.100.000,198.500.000,106,16.870.000,208.500.000,102,9.380.000,9.800.000,3,2.650.000,1,False.
IL,83,415,368-8600,no,no,0,195.000.000,92,33.150.000,210.500.000,83,17.890.000,180.600.000,92,8.130.000,11.000.000,13,2.970.000,0,False.
OK,49,415,336-6085,no,no,0,213.800.000,79,36.350.000,265.100.000,93,22.530.000,239.800.000,128,10.790.000,15.600.000,7,4.210.000,0,False.
CO,111,510,377-1479,no,yes,24,205.500.000,114,34.940.000,219.300.000,99,18.640.000,215.900.000,95,9.720.000,14.000.000,4,3.780.000,1,False.
MT,50,415,360-2107,no,yes,22,252.900.000,112,42.990.000,177.900.000,99,15.120.000,158.400.000,146,7.130.000,8.500.000,4,2.300.000,3,False.
WV,153,408,405-9384,no,yes,28,235.600.000,74,40.050.000,227.900.000,37,19.370.000,170.300.000,103,7.660.000,15.400.000,9,4.160.000,0,False.
ME,88,415,420-5179,no,no,0,192.000.000,91,32.640.000,127.600.000,127,10.850.000,155.600.000,125,7.000.000,7.500.000,5,2.030.000,1,False.
WI,131,415,331-3174,no,yes,39,69.100.000,122,11.750.000,101.300.000,136,8.610.000,104.800.000,94,4.720.000,9.100.000,4,2.460.000,0,False.
MO,79,408,411-5958,no,no,0,261.700.000,97,44.490.000,210.600.000,48,17.900.000,256.700.000,83,11.550.000,6.000.000,3,1.620.000,3,True.
NY,140,415,333-8180,no,no,0,235.500.000,81,40.040.000,257.200.000,130,21.860.000,103.100.000,111,4.640.000,11.500.000,4,3.110.000,2,False.
CT,105,408,357-2679,no,no,0,213.400.000,100,36.280.000,204.900.000,52,17.420.000,179.700.000,93,8.090.000,9.500.000,6,2.570.000,1,False.
AR,54,415,396-2867,no,yes,39,206.900.000,143,35.170.000,127.800.000,72,10.860.000,199.200.000,120,8.960.000,9.200.000,1,2.480.000,3,False.
WY,87,415,341-9443,no,yes,22,263.800.000,65,44.850.000,103.400.000,115,8.790.000,208.100.000,109,9.360.000,8.500.000,3,2.300.000,3,False.
CA,96,510,341-4103,no,yes,31,183.400.000,126,31.180.000,195.500.000,106,16.620.000,180.100.000,93,8.100.000,10.500.000,5,2.840.000,1,False.
CA,79,510,416-8701,no,no,0,157.600.000,85,26.790.000,194.100.000,92,16.500.000,231.500.000,86,10.420.000,9.400.000,10,2.540.000,5,True.
MN,55,415,397-6109,no,no,0,175.600.000,147,29.850.000,161.800.000,118,13.750.000,289.500.000,55,13.030.000,9.300.000,4,2.510.000,0,False.
AK,130,415,392-5587,no,no,0,242.500.000,101,41.230.000,102.800.000,114,8.740.000,142.400.000,89,6.410.000,9.300.000,2,2.510.000,2,False.
VA,34,415,392-9342,no,no,0,151.000.000,102,25.670.000,131.400.000,101,11.170.000,186.600.000,86,8.400.000,9.900.000,7,2.670.000,0,False.
CO,139,415,368-2845,no,no,0,138.100.000,103,23.480.000,164.500.000,100,13.980.000,134.900.000,63,6.070.000,8.300.000,2,2.240.000,1,False.
MT,109,408,405-4920,no,no,0,264.700.000,69,45.000.000,305.000.000,120,25.930.000,197.400.000,86,8.880.000,9.500.000,9,2.570.000,1,True.
SD,65,408,348-7484,no,yes,31,282.300.000,70,47.990.000,152.000.000,89,12.920.000,225.500.000,93,10.150.000,12.000.000,4,3.240.000,1,False.
NE,63,415,338-5207,no,no,0,211.200.000,80,35.900.000,237.700.000,93,20.200.000,259.200.000,58,11.660.000,12.300.000,2,3.320.000,0,False.
VT,152,415,418-7846,no,no,0,197.100.000,126,33.510.000,130.100.000,76,11.060.000,78.100.000,100,3.510.000,7.400.000,4,2.000.000,3,False.
ND,147,408,358-8729,no,no,0,205.300.000,95,34.900.000,166.700.000,128,14.170.000,240.600.000,84,10.830.000,7.800.000,4,2.110.000,1,False.
GA,112,415,349-1943,no,yes,22,181.800.000,110,30.910.000,228.100.000,123,19.390.000,262.700.000,141,11.820.000,9.200.000,4,2.480.000,2,False.
OR,120,415,368-8283,no,no,0,252.000.000,120,42.840.000,150.200.000,106,12.770.000,151.800.000,96,6.830.000,9.600.000,1,2.590.000,2,False.
MT,27,510,345-1419,no,no,0,193.800.000,102,32.950.000,118.900.000,104,10.110.000,135.900.000,124,6.120.000,9.200.000,3,2.480.000,0,False.
WY,171,415,358-8025,no,no,0,231.200.000,135,39.300.000,188.700.000,74,16.040.000,206.900.000,124,9.310.000,12.300.000,1,3.320.000,1,False.
GA,101,415,383-8695,no,yes,33,200.100.000,108,34.020.000,188.900.000,122,16.060.000,205.100.000,90,9.230.000,15.500.000,4,4.190.000,0,False.
WV,32,408,370-7565,no,yes,26,266.700.000,109,45.340.000,232.300.000,107,19.750.000,212.800.000,98,9.580.000,16.300.000,4,4.400.000,1,False.
CT,3,415,401-6162,no,yes,36,118.100.000,117,20.080.000,221.500.000,125,18.830.000,103.900.000,89,4.680.000,11.900.000,6,3.210.000,2,False.
IL,151,408,386-5303,no,no,0,175.300.000,106,29.800.000,144.300.000,87,12.270.000,160.200.000,88,7.210.000,11.800.000,5,3.190.000,0,False.
CO,60,408,351-6552,no,no,0,125.100.000,99,21.270.000,248.800.000,62,21.150.000,211.300.000,79,9.510.000,11.200.000,3,3.020.000,3,False.
DE,119,415,345-5338,no,no,0,176.800.000,90,30.060.000,224.700.000,81,19.100.000,204.600.000,77,9.210.000,7.500.000,15,2.030.000,1,False.
LA,43,415,330-2849,no,no,0,241.900.000,101,41.120.000,129.400.000,121,11.000.000,264.800.000,104,11.920.000,5.900.000,3,1.590.000,1,False.
MA,42,408,364-6801,no,no,0,241.200.000,134,41.000.000,116.500.000,114,9.900.000,152.200.000,91,6.850.000,10.600.000,4,2.860.000,0,False.
IN,84,408,375-3003,no,no,0,217.100.000,99,36.910.000,236.000.000,68,20.060.000,118.300.000,120,5.320.000,9.400.000,4,2.540.000,1,False.
NY,65,510,383-8878,no,no,0,195.400.000,110,33.220.000,181.200.000,109,15.400.000,178.500.000,105,8.030.000,8.900.000,4,2.400.000,0,False.
TX,75,415,384-2372,yes,no,0,222.400.000,78,37.810.000,327.000.000,111,27.800.000,208.000.000,104,9.360.000,8.700.000,9,2.350.000,1,True.
KS,116,510,377-7107,no,no,0,189.500.000,90,32.220.000,189.800.000,118,16.130.000,205.800.000,83,9.260.000,13.100.000,2,3.540.000,1,False.
WV,107,415,361-1581,no,no,0,123.100.000,100,20.930.000,158.400.000,82,13.460.000,256.100.000,82,11.520.000,9.300.000,5,2.510.000,0,False.
NE,189,415,417-7888,no,yes,38,256.700.000,98,43.640.000,150.500.000,120,12.790.000,123.000.000,87,5.540.000,11.400.000,3,3.080.000,3,False.
ND,123,408,383-8364,no,no,0,159.100.000,94,27.050.000,241.600.000,119,20.540.000,202.400.000,120,9.110.000,6.500.000,1,1.760.000,1,False.
AK,110,408,396-2335,no,no,0,100.100.000,90,17.020.000,233.300.000,93,19.830.000,204.400.000,57,9.200.000,11.100.000,8,3.000.000,3,False.
CO,63,415,408-4530,no,yes,32,30.900.000,113,5.250.000,187.000.000,113,15.900.000,230.800.000,101,10.390.000,8.600.000,7,2.320.000,1,False.
ME,176,415,408-6621,no,no,0,223.200.000,76,37.940.000,214.400.000,131,18.220.000,154.400.000,80,6.950.000,10.100.000,2,2.730.000,3,False.
SC,108,510,393-7522,no,no,0,187.400.000,101,31.860.000,199.900.000,126,16.990.000,216.100.000,107,9.720.000,12.600.000,8,3.400.000,1,False.
MN,13,510,338-7120,no,yes,21,315.600.000,105,53.650.000,208.900.000,71,17.760.000,260.100.000,123,11.700.000,12.100.000,3,3.270.000,3,False.
CO,71,415,357-4265,no,no,0,277.500.000,104,47.180.000,131.800.000,121,11.200.000,126.900.000,101,5.710.000,8.200.000,2,2.210.000,1,False.
KS,88,415,398-8801,no,no,0,189.800.000,111,32.270.000,197.300.000,101,16.770.000,234.500.000,111,10.550.000,14.900.000,3,4.020.000,2,False.
MS,137,510,346-2347,no,no,0,147.200.000,119,25.020.000,192.800.000,91,16.390.000,172.700.000,105,7.770.000,10.200.000,4,2.750.000,1,False.
NE,82,408,343-2741,no,no,0,185.800.000,36,31.590.000,276.500.000,134,23.500.000,192.100.000,104,8.640.000,5.700.000,7,1.540.000,4,False.
NJ,92,510,420-8242,no,yes,29,155.400.000,110,26.420.000,188.500.000,104,16.020.000,254.900.000,118,11.470.000,8.000.000,4,2.160.000,3,False.
WI,165,510,402-7746,no,no,0,154.200.000,91,26.210.000,268.600.000,108,22.830.000,188.800.000,99,8.500.000,10.900.000,4,2.940.000,6,False.
MT,96,415,332-1494,no,no,0,97.600.000,98,16.590.000,105.500.000,118,8.970.000,220.200.000,105,9.910.000,11.600.000,9,3.130.000,1,False.
AR,156,415,388-6223,no,no,0,178.800.000,94,30.400.000,178.400.000,97,15.160.000,169.200.000,77,7.610.000,7.500.000,3,2.030.000,1,False.
WA,63,408,404-9539,no,no,0,149.300.000,104,25.380.000,273.600.000,75,23.260.000,206.600.000,72,9.300.000,9.100.000,4,2.460.000,0,False.
NH,37,415,341-7332,no,no,0,206.000.000,89,35.020.000,186.000.000,88,15.810.000,307.100.000,86,13.820.000,8.400.000,11,2.270.000,0,False.
IA,98,415,338-7886,no,no,0,216.800.000,86,36.860.000,190.800.000,114,16.220.000,187.500.000,79,8.440.000,11.000.000,9,2.970.000,0,False.
WV,121,415,332-5596,no,no,0,103.300.000,110,17.560.000,129.100.000,82,10.970.000,167.100.000,113,7.520.000,10.700.000,3,2.890.000,0,False.
RI,94,415,348-9945,no,no,0,139.400.000,95,23.700.000,159.100.000,92,13.520.000,128.200.000,129,5.770.000,7.700.000,3,2.080.000,0,False.
KS,99,415,407-1896,no,no,0,191.200.000,110,32.500.000,163.900.000,102,13.930.000,243.600.000,114,10.960.000,14.100.000,3,3.810.000,1,False.
MT,163,510,398-9408,no,yes,23,160.000.000,104,27.200.000,189.400.000,64,16.100.000,229.900.000,118,10.350.000,10.400.000,7,2.810.000,1,False.
MO,161,510,369-8005,no,no,0,221.700.000,95,37.690.000,193.000.000,82,16.410.000,194.100.000,113,8.730.000,6.500.000,4,1.760.000,3,False.
HI,99,415,346-2530,no,no,0,62.900.000,81,10.690.000,231.000.000,64,19.640.000,168.900.000,121,7.600.000,8.500.000,5,2.300.000,1,False.
CO,108,415,400-5984,no,no,0,215.600.000,78,36.650.000,195.300.000,119,16.600.000,194.400.000,65,8.750.000,3.600.000,5,970.000,1,False.
CT,84,510,351-1007,no,yes,42,165.300.000,97,28.100.000,223.500.000,118,19.000.000,260.800.000,72,11.740.000,7.600.000,7,2.050.000,3,False.
ID,83,415,345-5980,yes,yes,32,94.700.000,111,16.100.000,154.400.000,98,13.120.000,200.400.000,109,9.020.000,10.600.000,6,2.860.000,2,False.
DC,139,510,368-8964,no,no,0,203.200.000,81,34.540.000,152.500.000,99,12.960.000,197.800.000,76,8.900.000,9.700.000,3,2.620.000,2,False.
TN,69,510,358-1912,no,no,0,195.300.000,70,33.200.000,216.700.000,108,18.420.000,259.900.000,119,11.700.000,12.500.000,4,3.380.000,3,False.
WY,129,510,379-3132,no,no,0,143.700.000,114,24.430.000,297.800.000,98,25.310.000,212.600.000,86,9.570.000,11.400.000,8,3.080.000,4,False.
MO,106,415,340-9910,no,no,0,114.400.000,104,19.450.000,78.300.000,101,6.660.000,232.700.000,78,10.470.000,0,0,0,2,False.
VA,158,415,396-2719,no,no,0,222.800.000,101,37.880.000,203.000.000,128,17.260.000,210.600.000,106,9.480.000,6.900.000,2,1.860.000,2,False.
SD,168,415,369-6204,no,yes,22,175.900.000,70,29.900.000,211.700.000,105,17.990.000,174.500.000,81,7.850.000,7.300.000,5,1.970.000,2,False.
WV,115,510,420-9971,yes,no,0,249.900.000,95,42.480.000,242.500.000,104,20.610.000,151.700.000,121,6.830.000,15.300.000,6,4.130.000,1,True.
GA,57,408,410-3782,yes,yes,30,234.500.000,130,39.870.000,195.200.000,116,16.590.000,268.800.000,94,12.100.000,11.400.000,4,3.080.000,2,False.
AZ,67,415,404-4481,no,no,0,210.700.000,116,35.820.000,219.200.000,86,18.630.000,179.700.000,83,8.090.000,7.200.000,6,1.940.000,1,False.
AK,127,408,383-9255,no,no,0,182.300.000,124,30.990.000,169.900.000,110,14.440.000,184.000.000,116,8.280.000,9.300.000,3,2.510.000,1,False.
AK,78,510,418-9385,no,no,0,190.300.000,88,32.350.000,194.500.000,89,16.530.000,256.500.000,109,11.540.000,11.700.000,5,3.160.000,2,False.
CT,100,415,360-9676,no,yes,38,177.100.000,88,30.110.000,163.700.000,108,13.910.000,242.700.000,72,10.920.000,7.400.000,2,2.000.000,0,False.
UT,103,510,327-3587,no,yes,36,87.200.000,92,14.820.000,169.300.000,110,14.390.000,166.700.000,80,7.500.000,10.900.000,5,2.940.000,6,True.
KY,113,415,385-4715,no,no,0,215.600.000,96,36.650.000,193.400.000,127,16.440.000,105.400.000,115,4.740.000,13.500.000,3,3.650.000,1,False.
MI,78,510,414-2695,no,no,0,137.400.000,109,23.360.000,237.600.000,49,20.200.000,206.700.000,136,9.300.000,14.000.000,11,3.780.000,3,False.
OR,129,510,331-5999,no,yes,36,192.800.000,103,32.780.000,177.000.000,83,15.050.000,216.500.000,118,9.740.000,16.400.000,5,4.430.000,1,False.
TN,57,510,337-7739,no,no,0,149.300.000,100,25.380.000,200.200.000,110,17.020.000,231.700.000,101,10.430.000,11.900.000,3,3.210.000,2,False.
WV,82,408,388-6658,no,no,0,143.700.000,116,24.430.000,170.700.000,99,14.510.000,287.700.000,95,12.950.000,7.800.000,5,2.110.000,1,False.
NJ,64,415,405-6943,no,no,0,224.800.000,111,38.220.000,190.000.000,101,16.150.000,221.400.000,110,9.960.000,9.200.000,2,2.480.000,1,False.
MS,86,510,382-4084,no,yes,39,261.200.000,122,44.400.000,214.200.000,101,18.210.000,154.900.000,101,6.970.000,12.700.000,5,3.430.000,2,False.
ME,151,415,352-8249,no,yes,26,196.500.000,98,33.410.000,175.800.000,111,14.940.000,221.800.000,124,9.980.000,13.400.000,5,3.620.000,0,False.
WY,94,510,353-8363,no,no,0,271.200.000,105,46.100.000,202.600.000,105,17.220.000,221.600.000,51,9.970.000,11.500.000,3,3.110.000,3,True.
WY,90,415,416-2825,no,no,0,207.200.000,121,35.220.000,292.500.000,104,24.860.000,226.300.000,103,10.180.000,8.000.000,1,2.160.000,2,False.
IN,48,510,342-6696,no,no,0,300.400.000,94,51.070.000,133.200.000,103,11.320.000,197.400.000,94,8.880.000,7.200.000,5,1.940.000,2,False.
NM,85,408,338-9210,no,yes,37,229.600.000,123,39.030.000,132.300.000,90,11.250.000,211.900.000,76,9.540.000,9.500.000,8,2.570.000,2,False.
NJ,93,415,328-1768,yes,yes,20,187.500.000,110,31.880.000,169.800.000,94,14.430.000,175.300.000,127,7.890.000,12.100.000,4,3.270.000,1,False.
DC,169,415,406-5870,yes,no,0,57.100.000,98,9.710.000,199.700.000,78,16.970.000,274.700.000,103,12.360.000,6.500.000,6,1.760.000,3,False.
UT,68,415,398-3834,no,no,0,162.100.000,86,27.560.000,155.000.000,86,13.180.000,189.700.000,87,8.540.000,11.000.000,9,2.970.000,5,True.
KY,91,415,330-7754,yes,no,0,145.000.000,89,24.650.000,175.800.000,102,14.940.000,223.700.000,151,10.070.000,16.700.000,3,4.510.000,2,True.
KS,68,510,414-9054,no,no,0,159.500.000,123,27.120.000,240.800.000,93,20.470.000,210.300.000,76,9.460.000,11.400.000,3,3.080.000,1,False.
MI,101,510,350-2832,no,no,0,190.700.000,72,32.420.000,208.600.000,103,17.730.000,203.800.000,111,9.170.000,8.800.000,8,2.380.000,1,False.
UT,67,510,414-9027,no,yes,20,230.600.000,40,39.200.000,189.100.000,58,16.070.000,162.200.000,115,7.300.000,9.400.000,2,2.540.000,1,False.
NE,66,415,337-1225,no,no,0,34.000.000,133,5.780.000,278.600.000,61,23.680.000,129.600.000,120,5.830.000,11.500.000,3,3.110.000,0,False.
FL,116,415,394-6577,no,yes,17,193.400.000,112,32.880.000,240.600.000,131,20.450.000,248.100.000,98,11.160.000,11.400.000,3,3.080.000,5,False.
LA,158,408,359-6995,no,no,0,202.000.000,126,34.340.000,163.500.000,86,13.900.000,195.400.000,84,8.790.000,10.400.000,6,2.810.000,1,False.
MT,78,415,377-7561,no,no,0,191.700.000,122,32.590.000,241.400.000,88,20.520.000,203.500.000,86,9.160.000,9.100.000,5,2.460.000,1,False.
WA,119,415,380-6631,no,yes,26,161.300.000,97,27.420.000,250.300.000,110,21.280.000,142.400.000,92,6.410.000,6.600.000,8,1.780.000,1,False.
MI,120,415,390-8876,no,no,0,150.600.000,85,25.600.000,119.000.000,128,10.120.000,232.900.000,123,10.480.000,6.400.000,2,1.730.000,1,False.
KY,155,510,413-2201,no,no,0,184.600.000,102,31.380.000,196.000.000,117,16.660.000,226.500.000,122,10.190.000,7.800.000,1,2.110.000,1,False.
LA,106,408,374-2073,no,no,0,220.700.000,120,37.520.000,270.200.000,95,22.970.000,121.600.000,113,5.470.000,8.700.000,5,2.350.000,1,False.
NM,87,510,417-1272,yes,no,0,167.300.000,119,28.440.000,198.500.000,119,16.870.000,133.100.000,88,5.990.000,11.000.000,6,2.970.000,1,False.
AL,146,415,358-1129,no,yes,32,154.000.000,80,26.180.000,185.500.000,91,15.770.000,148.200.000,107,6.670.000,8.200.000,4,2.210.000,3,False.
MO,101,415,394-1211,no,yes,29,121.100.000,116,20.590.000,186.400.000,100,15.840.000,241.700.000,75,10.880.000,10.100.000,6,2.730.000,0,False.
